caseid,answer,generated_text
a08338b44f7708b19fd1f8bb6ef8842b1473b9b189e97f264cb66f7e87caa68c__v3_public_transit,"{""gt_group_ca"":10,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
a08338b44f7708b19fd1f8bb6ef8842b1473b9b189e97f264cb66f7e87caa68c__v3_voice,"{""gt_group_ca"":10,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
5b283a19c4dc3709e8dcd905f86fb60ecbfaeba073a36fd5a513e96bdc840449__demos,"{""gt_group_ca"":20,""gt_interpersonal_ca"":22,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
5b283a19c4dc3709e8dcd905f86fb60ecbfaeba073a36fd5a513e96bdc840449__employment,"{""gt_group_ca"":20,""gt_interpersonal_ca"":22,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
5b283a19c4dc3709e8dcd905f86fb60ecbfaeba073a36fd5a513e96bdc840449__geo,"{""gt_group_ca"":20,""gt_interpersonal_ca"":22,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
5b283a19c4dc3709e8dcd905f86fb60ecbfaeba073a36fd5a513e96bdc840449__transit,"{""gt_group_ca"":20,""gt_interpersonal_ca"":22,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
5b283a19c4dc3709e8dcd905f86fb60ecbfaeba073a36fd5a513e96bdc840449__full,"{""gt_group_ca"":20,""gt_interpersonal_ca"":22,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
5b283a19c4dc3709e8dcd905f86fb60ecbfaeba073a36fd5a513e96bdc840449__v3_rideshare,"{""gt_group_ca"":20,""gt_interpersonal_ca"":22,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
5b283a19c4dc3709e8dcd905f86fb60ecbfaeba073a36fd5a513e96bdc840449__v3_public_transit,"{""gt_group_ca"":20,""gt_interpersonal_ca"":22,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
5b283a19c4dc3709e8dcd905f86fb60ecbfaeba073a36fd5a513e96bdc840449__v3_voice,"{""gt_group_ca"":20,""gt_interpersonal_ca"":22,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fb7b411a0e83ac6fb85bf20c0e62e0f4d1942343126a2d697631c6c3f394df98__demos,"{""gt_group_ca"":24,""gt_interpersonal_ca"":21,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fb7b411a0e83ac6fb85bf20c0e62e0f4d1942343126a2d697631c6c3f394df98__employment,"{""gt_group_ca"":24,""gt_interpersonal_ca"":21,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fb7b411a0e83ac6fb85bf20c0e62e0f4d1942343126a2d697631c6c3f394df98__geo,"{""gt_group_ca"":24,""gt_interpersonal_ca"":21,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fb7b411a0e83ac6fb85bf20c0e62e0f4d1942343126a2d697631c6c3f394df98__transit,"{""gt_group_ca"":24,""gt_interpersonal_ca"":21,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fb7b411a0e83ac6fb85bf20c0e62e0f4d1942343126a2d697631c6c3f394df98__full,"{""gt_group_ca"":24,""gt_interpersonal_ca"":21,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fb7b411a0e83ac6fb85bf20c0e62e0f4d1942343126a2d697631c6c3f394df98__v3_rideshare,"{""gt_group_ca"":24,""gt_interpersonal_ca"":21,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fb7b411a0e83ac6fb85bf20c0e62e0f4d1942343126a2d697631c6c3f394df98__v3_public_transit,"{""gt_group_ca"":24,""gt_interpersonal_ca"":21,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fb7b411a0e83ac6fb85bf20c0e62e0f4d1942343126a2d697631c6c3f394df98__v3_voice,"{""gt_group_ca"":24,""gt_interpersonal_ca"":21,""gt_group_band"":""high"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
706d491160251e65c2e6100abb167a5ea5e5164111af26d27502e02e1ebad036__demos,"{""gt_group_ca"":18,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
706d491160251e65c2e6100abb167a5ea5e5164111af26d27502e02e1ebad036__employment,"{""gt_group_ca"":18,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
706d491160251e65c2e6100abb167a5ea5e5164111af26d27502e02e1ebad036__geo,"{""gt_group_ca"":18,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
706d491160251e65c2e6100abb167a5ea5e5164111af26d27502e02e1ebad036__transit,"{""gt_group_ca"":18,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
706d491160251e65c2e6100abb167a5ea5e5164111af26d27502e02e1ebad036__full,"{""gt_group_ca"":18,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
706d491160251e65c2e6100abb167a5ea5e5164111af26d27502e02e1ebad036__v3_rideshare,"{""gt_group_ca"":18,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
706d491160251e65c2e6100abb167a5ea5e5164111af26d27502e02e1ebad036__v3_public_transit,"{""gt_group_ca"":18,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
706d491160251e65c2e6100abb167a5ea5e5164111af26d27502e02e1ebad036__v3_voice,"{""gt_group_ca"":18,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
2bc2ff887a983471845d3d81ac8964e332a97099ecae176666c0ee714e2e35a6__demos,"{""gt_group_ca"":7,""gt_interpersonal_ca"":7,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
2bc2ff887a983471845d3d81ac8964e332a97099ecae176666c0ee714e2e35a6__employment,"{""gt_group_ca"":7,""gt_interpersonal_ca"":7,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
2bc2ff887a983471845d3d81ac8964e332a97099ecae176666c0ee714e2e35a6__geo,"{""gt_group_ca"":7,""gt_interpersonal_ca"":7,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
2bc2ff887a983471845d3d81ac8964e332a97099ecae176666c0ee714e2e35a6__transit,"{""gt_group_ca"":7,""gt_interpersonal_ca"":7,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
2bc2ff887a983471845d3d81ac8964e332a97099ecae176666c0ee714e2e35a6__full,"{""gt_group_ca"":7,""gt_interpersonal_ca"":7,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
2bc2ff887a983471845d3d81ac8964e332a97099ecae176666c0ee714e2e35a6__v3_rideshare,"{""gt_group_ca"":7,""gt_interpersonal_ca"":7,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
2bc2ff887a983471845d3d81ac8964e332a97099ecae176666c0ee714e2e35a6__v3_public_transit,"{""gt_group_ca"":7,""gt_interpersonal_ca"":7,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
2bc2ff887a983471845d3d81ac8964e332a97099ecae176666c0ee714e2e35a6__v3_voice,"{""gt_group_ca"":7,""gt_interpersonal_ca"":7,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
96c3fb9271fa667eb5ace8a2b2082e34ec0fbfd6b738717ccb3a8ca47a760a1d__demos,"{""gt_group_ca"":10,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
96c3fb9271fa667eb5ace8a2b2082e34ec0fbfd6b738717ccb3a8ca47a760a1d__employment,"{""gt_group_ca"":10,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
96c3fb9271fa667eb5ace8a2b2082e34ec0fbfd6b738717ccb3a8ca47a760a1d__geo,"{""gt_group_ca"":10,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
96c3fb9271fa667eb5ace8a2b2082e34ec0fbfd6b738717ccb3a8ca47a760a1d__transit,"{""gt_group_ca"":10,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
96c3fb9271fa667eb5ace8a2b2082e34ec0fbfd6b738717ccb3a8ca47a760a1d__full,"{""gt_group_ca"":10,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
96c3fb9271fa667eb5ace8a2b2082e34ec0fbfd6b738717ccb3a8ca47a760a1d__v3_rideshare,"{""gt_group_ca"":10,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
96c3fb9271fa667eb5ace8a2b2082e34ec0fbfd6b738717ccb3a8ca47a760a1d__v3_public_transit,"{""gt_group_ca"":10,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
96c3fb9271fa667eb5ace8a2b2082e34ec0fbfd6b738717ccb3a8ca47a760a1d__v3_voice,"{""gt_group_ca"":10,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 16,   ""self_reported_interpersonal_ca"": 10,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
247752584b0f1056a1252063ca44aec54c1542e029709ec4d018d3b509f2abe0__demos,"{""gt_group_ca"":13,""gt_interpersonal_ca"":9,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
247752584b0f1056a1252063ca44aec54c1542e029709ec4d018d3b509f2abe0__employment,"{""gt_group_ca"":13,""gt_interpersonal_ca"":9,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
247752584b0f1056a1252063ca44aec54c1542e029709ec4d018d3b509f2abe0__geo,"{""gt_group_ca"":13,""gt_interpersonal_ca"":9,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
247752584b0f1056a1252063ca44aec54c1542e029709ec4d018d3b509f2abe0__transit,"{""gt_group_ca"":13,""gt_interpersonal_ca"":9,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
247752584b0f1056a1252063ca44aec54c1542e029709ec4d018d3b509f2abe0__full,"{""gt_group_ca"":13,""gt_interpersonal_ca"":9,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
247752584b0f1056a1252063ca44aec54c1542e029709ec4d018d3b509f2abe0__v3_rideshare,"{""gt_group_ca"":13,""gt_interpersonal_ca"":9,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
247752584b0f1056a1252063ca44aec54c1542e029709ec4d018d3b509f2abe0__v3_public_transit,"{""gt_group_ca"":13,""gt_interpersonal_ca"":9,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
247752584b0f1056a1252063ca44aec54c1542e029709ec4d018d3b509f2abe0__v3_voice,"{""gt_group_ca"":13,""gt_interpersonal_ca"":9,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
492e95559cabe4d9449360b650f08bafb7a10486536308ce7d5bd5057e8d206c__demos,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
492e95559cabe4d9449360b650f08bafb7a10486536308ce7d5bd5057e8d206c__employment,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
492e95559cabe4d9449360b650f08bafb7a10486536308ce7d5bd5057e8d206c__geo,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
492e95559cabe4d9449360b650f08bafb7a10486536308ce7d5bd5057e8d206c__transit,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
492e95559cabe4d9449360b650f08bafb7a10486536308ce7d5bd5057e8d206c__full,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
492e95559cabe4d9449360b650f08bafb7a10486536308ce7d5bd5057e8d206c__v3_rideshare,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
492e95559cabe4d9449360b650f08bafb7a10486536308ce7d5bd5057e8d206c__v3_public_transit,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
492e95559cabe4d9449360b650f08bafb7a10486536308ce7d5bd5057e8d206c__v3_voice,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f5a66297007dc67c8321d56e0778fd9da5683c56fce8d5f619c6d0504fd77540__demos,"{""gt_group_ca"":17,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f5a66297007dc67c8321d56e0778fd9da5683c56fce8d5f619c6d0504fd77540__employment,"{""gt_group_ca"":17,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f5a66297007dc67c8321d56e0778fd9da5683c56fce8d5f619c6d0504fd77540__geo,"{""gt_group_ca"":17,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f5a66297007dc67c8321d56e0778fd9da5683c56fce8d5f619c6d0504fd77540__transit,"{""gt_group_ca"":17,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f5a66297007dc67c8321d56e0778fd9da5683c56fce8d5f619c6d0504fd77540__full,"{""gt_group_ca"":17,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f5a66297007dc67c8321d56e0778fd9da5683c56fce8d5f619c6d0504fd77540__v3_rideshare,"{""gt_group_ca"":17,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f5a66297007dc67c8321d56e0778fd9da5683c56fce8d5f619c6d0504fd77540__v3_public_transit,"{""gt_group_ca"":17,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f5a66297007dc67c8321d56e0778fd9da5683c56fce8d5f619c6d0504fd77540__v3_voice,"{""gt_group_ca"":17,""gt_interpersonal_ca"":16,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
21e912ebf7857c343510fd53b5c3fbf79f5ce4b4804d22d7525d783be87a0cec__demos,"{""gt_group_ca"":13,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
21e912ebf7857c343510fd53b5c3fbf79f5ce4b4804d22d7525d783be87a0cec__employment,"{""gt_group_ca"":13,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
21e912ebf7857c343510fd53b5c3fbf79f5ce4b4804d22d7525d783be87a0cec__geo,"{""gt_group_ca"":13,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
21e912ebf7857c343510fd53b5c3fbf79f5ce4b4804d22d7525d783be87a0cec__transit,"{""gt_group_ca"":13,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
21e912ebf7857c343510fd53b5c3fbf79f5ce4b4804d22d7525d783be87a0cec__full,"{""gt_group_ca"":13,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
21e912ebf7857c343510fd53b5c3fbf79f5ce4b4804d22d7525d783be87a0cec__v3_rideshare,"{""gt_group_ca"":13,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
