caseid,prompt,participant_id,tier,answer
4e8344dc173b5b2cb43965d938d7c40cdab36337a287acae508bb41b28d6db27__geo,"You are a 38-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 38.2 and longitude -97.7.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",4e8344dc173b5b2cb43965d938d7c40cdab36337a287acae508bb41b28d6db27,geo,"{""gt_group_ca"":11,""gt_interpersonal_ca"":10,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
4e8344dc173b5b2cb43965d938d7c40cdab36337a287acae508bb41b28d6db27__transit,"You are a 38-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 38.2 and longitude -97.7.

In the last three months, you never used public transportation (bus, train, tram, etc.). In the last three months, you never used ride share platforms (Lyft, Uber, DiDi, etc.). You have a license to drive a car. You have access to a car you can use for transportation.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",4e8344dc173b5b2cb43965d938d7c40cdab36337a287acae508bb41b28d6db27,transit,"{""gt_group_ca"":11,""gt_interpersonal_ca"":10,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
4e8344dc173b5b2cb43965d938d7c40cdab36337a287acae508bb41b28d6db27__full,"You are a 38-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 38.2 and longitude -97.7.

In the last three months, you never used public transportation (bus, train, tram, etc.). In the last three months, you never used ride share platforms (Lyft, Uber, DiDi, etc.). You have a license to drive a car. You have access to a car you can use for transportation.

When a friend gets nervous talking to new people, you would advise: ""try to breathe and relax and at the very least smile and nod and engage and slowly move into the conversation in a way that's comfortable for you."" Your ideal way to get around your city is: ""my own vehicle as i can go where I want and take the route I want""

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",4e8344dc173b5b2cb43965d938d7c40cdab36337a287acae508bb41b28d6db27,full,"{""gt_group_ca"":11,""gt_interpersonal_ca"":10,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e__demos,"You are a 25-year-old man living in Canada. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e,demos,"{""gt_group_ca"":18,""gt_interpersonal_ca"":15,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e__employment,"You are a 25-year-old man living in Canada. You are not a student.

Your employment status is Other.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e,employment,"{""gt_group_ca"":18,""gt_interpersonal_ca"":15,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e__geo,"You are a 25-year-old man living in Canada. You are not a student.

Your employment status is Other.

Your approximate survey location is near latitude 43.7 and longitude -78.6.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e,geo,"{""gt_group_ca"":18,""gt_interpersonal_ca"":15,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e__transit,"You are a 25-year-old man living in Canada. You are not a student.

Your employment status is Other.

Your approximate survey location is near latitude 43.7 and longitude -78.6.

In the last three months, you used public transportation (bus, train, tram, etc.) 4-8 days a month. On a typical day of public transportation use, you take 3-4 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 2-4 days a month. On a typical day of ride share use, you take 1-2 rides. You do not have a license to drive a car. You do not have access to a car you can use for transportation.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e,transit,"{""gt_group_ca"":18,""gt_interpersonal_ca"":15,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e__full,"You are a 25-year-old man living in Canada. You are not a student.

Your employment status is Other.

Your approximate survey location is near latitude 43.7 and longitude -78.6.

In the last three months, you used public transportation (bus, train, tram, etc.) 4-8 days a month. On a typical day of public transportation use, you take 3-4 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 2-4 days a month. On a typical day of ride share use, you take 1-2 rides. You do not have a license to drive a car. You do not have access to a car you can use for transportation.

When a friend gets nervous talking to new people, you would advise: ""It's very normal to feel nervous, focus on curiosity and ask questions you wanna know about rather than being too worried about saying the wrong thing"" Your ideal way to get around your city is: ""My favourite way is biking around the city its fast and easy while also getting a workout in and my second way would be taking the public transit""

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",78658c9aa04078524d959ce38d2eacab4775d10f6612ff2d75d9773a56af4e9e,full,"{""gt_group_ca"":18,""gt_interpersonal_ca"":15,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
d4821a24190df96e427e943fe9db9c04b08efa1ea1abb786ab05620d0b4d9932__demos,"You are a 53-year-old man living in New Zealand. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",d4821a24190df96e427e943fe9db9c04b08efa1ea1abb786ab05620d0b4d9932,demos,"{""gt_group_ca"":15,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}"
d4821a24190df96e427e943fe9db9c04b08efa1ea1abb786ab05620d0b4d9932__employment,"You are a 53-year-old man living in New Zealand. You are not a student.

You work part-time.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",d4821a24190df96e427e943fe9db9c04b08efa1ea1abb786ab05620d0b4d9932,employment,"{""gt_group_ca"":15,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}"
d4821a24190df96e427e943fe9db9c04b08efa1ea1abb786ab05620d0b4d9932__geo,"You are a 53-year-old man living in New Zealand. You are not a student.

You work part-time.

Your approximate survey location is near latitude -39.2 and longitude 177.1.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",d4821a24190df96e427e943fe9db9c04b08efa1ea1abb786ab05620d0b4d9932,geo,"{""gt_group_ca"":15,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}"
d4821a24190df96e427e943fe9db9c04b08efa1ea1abb786ab05620d0b4d9932__transit,"You are a 53-year-old man living in New Zealand. You are not a student.

You work part-time.

Your approximate survey location is near latitude -39.2 and longitude 177.1.

In the last three months, you used public transportation (bus, train, tram, etc.) 0-1 days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you never used ride share platforms (Lyft, Uber, DiDi, etc.). You have a license to drive a car. You have access to a car you can use for transportation.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",d4821a24190df96e427e943fe9db9c04b08efa1ea1abb786ab05620d0b4d9932,transit,"{""gt_group_ca"":15,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}"
d4821a24190df96e427e943fe9db9c04b08efa1ea1abb786ab05620d0b4d9932__full,"You are a 53-year-old man living in New Zealand. You are not a student.

You work part-time.

Your approximate survey location is near latitude -39.2 and longitude 177.1.

In the last three months, you used public transportation (bus, train, tram, etc.) 0-1 days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you never used ride share platforms (Lyft, Uber, DiDi, etc.). You have a license to drive a car. You have access to a car you can use for transportation.

When a friend gets nervous talking to new people, you would advise: ""I would tell my friend to imagine how nervous the other party to the conversation might be. How would you make that person feel welcomed and included in any conversation. By placing yourself in the position of the others, you can help ease your own tension and nervousness by appreciating that everyone gets nervous and uncomfortable at times."" Your ideal way to get around your city is: ""My ideal way to get around my city is either on foot for short distances and by vehicle for longer distances. This enables me to get in some exercise, save on fuel expenses, and give the car a good warm up on longer trips.""

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",d4821a24190df96e427e943fe9db9c04b08efa1ea1abb786ab05620d0b4d9932,full,"{""gt_group_ca"":15,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}"
67fe6359a2e5c6fd5f148e8483ded2a4551cb32f1fab7c6cd15cf89369e338e0__demos,"You are a 39-year-old man living in the United States. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",67fe6359a2e5c6fd5f148e8483ded2a4551cb32f1fab7c6cd15cf89369e338e0,demos,"{""gt_group_ca"":12,""gt_interpersonal_ca"":10,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
67fe6359a2e5c6fd5f148e8483ded2a4551cb32f1fab7c6cd15cf89369e338e0__employment,"You are a 39-year-old man living in the United States. You are not a student.

You work full-time.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",67fe6359a2e5c6fd5f148e8483ded2a4551cb32f1fab7c6cd15cf89369e338e0,employment,"{""gt_group_ca"":12,""gt_interpersonal_ca"":10,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
67fe6359a2e5c6fd5f148e8483ded2a4551cb32f1fab7c6cd15cf89369e338e0__geo,"You are a 39-year-old man living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 41.7 and longitude -72.0.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",67fe6359a2e5c6fd5f148e8483ded2a4551cb32f1fab7c6cd15cf89369e338e0,geo,"{""gt_group_ca"":12,""gt_interpersonal_ca"":10,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
67fe6359a2e5c6fd5f148e8483ded2a4551cb32f1fab7c6cd15cf89369e338e0__transit,"You are a 39-year-old man living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 41.7 and longitude -72.0.

In the last three months, you used public transportation (bus, train, tram, etc.) 8 or more days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 2-4 days a month. On a typical day of ride share use, you take 1-2 rides. You do not have a license to drive a car. You do not have access to a car you can use for transportation.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",67fe6359a2e5c6fd5f148e8483ded2a4551cb32f1fab7c6cd15cf89369e338e0,transit,"{""gt_group_ca"":12,""gt_interpersonal_ca"":10,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
67fe6359a2e5c6fd5f148e8483ded2a4551cb32f1fab7c6cd15cf89369e338e0__full,"You are a 39-year-old man living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 41.7 and longitude -72.0.

In the last three months, you used public transportation (bus, train, tram, etc.) 8 or more days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 2-4 days a month. On a typical day of ride share use, you take 1-2 rides. You do not have a license to drive a car. You do not have access to a car you can use for transportation.

When a friend gets nervous talking to new people, you would advise: ""I actually think this is more to do with experience and less to do with mindset. Rather than seeking a strategy to make you less nervous, increase your exposure. Keep talking to new people and eventually the nerves will just go away.

If you insist that you would like some actionable advice for your next conversations, try the late Scott Adams' view point. Many people are just like you, nervous to talk to others. Very few are actively judging you. If you are at a party and are the one to start a conversation, even a basic thing like introducing yourself, you become in a small way a hero to that person, because you broke the ice with someone else who was nervous, and now they feel comfortable to talk."" Your ideal way to get around your city is: ""My city is fairly walkable so I do prefer to walk most of the time, at least in any season that's not winter. I also value getting sunlight, so walking for thirty minutes is appealing to me. If the distance is far enough, there is a reliable train service. It's typically clean and safe so I have no problem riding it.""

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",67fe6359a2e5c6fd5f148e8483ded2a4551cb32f1fab7c6cd15cf89369e338e0,full,"{""gt_group_ca"":12,""gt_interpersonal_ca"":10,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872__demos,"You are a 49-year-old man living in the United States. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872,demos,"{""gt_group_ca"":16,""gt_interpersonal_ca"":14,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872__employment,"You are a 49-year-old man living in the United States. You are not a student.

Your employment status is Other.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872,employment,"{""gt_group_ca"":16,""gt_interpersonal_ca"":14,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872__geo,"You are a 49-year-old man living in the United States. You are not a student.

Your employment status is Other.

Your approximate survey location is near latitude 36.5 and longitude -115.5.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872,geo,"{""gt_group_ca"":16,""gt_interpersonal_ca"":14,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872__transit,"You are a 49-year-old man living in the United States. You are not a student.

Your employment status is Other.

Your approximate survey location is near latitude 36.5 and longitude -115.5.

In the last three months, you never used public transportation (bus, train, tram, etc.). In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 4-8 days a month. On a typical day of ride share use, you take 3-4 rides. You have a license to drive a car. You do not have access to a car you can use for transportation.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872,transit,"{""gt_group_ca"":16,""gt_interpersonal_ca"":14,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872__full,"You are a 49-year-old man living in the United States. You are not a student.

Your employment status is Other.

Your approximate survey location is near latitude 36.5 and longitude -115.5.

In the last three months, you never used public transportation (bus, train, tram, etc.). In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 4-8 days a month. On a typical day of ride share use, you take 3-4 rides. You have a license to drive a car. You do not have access to a car you can use for transportation.

When a friend gets nervous talking to new people, you would advise: ""1) Don't talk to people. 2) Get over it. 3) Take a Communications and/or Public Speaking class. 4) Go to college where you learn to overcome such adversity. 5) Try teaching public High School."" Your ideal way to get around your city is: ""I am in Las Vegas. This is a driving/car city. Public transportation is too slow. It is hot during the summer months, so you can get heatstroke just waiting at a bus stop. A drunk driver totaled my car years ago, I never bought another car, and I live in chronic physical pain with vehicular anxiety just riding in cars, so I prefer to not be in vehicles. I sometimes take rideshares, and I used to drive rideshares before the crash. Driving rideshares is a great way to meet people, and also, per the previous question, talk with new people, and network.""

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",bd6ad80b197d5bb5e3abd72993d5e117c08534f069529a84724f79e3a0ca4872,full,"{""gt_group_ca"":16,""gt_interpersonal_ca"":14,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14__demos,"You are a 53-year-old man living in the United States.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14,demos,"{""gt_group_ca"":10,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14__employment,"You are a 53-year-old man living in the United States.

Your employment status is Other.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14,employment,"{""gt_group_ca"":10,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14__geo,"You are a 53-year-old man living in the United States.

Your employment status is Other.

Your approximate survey location is near latitude 39.8 and longitude -74.3.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14,geo,"{""gt_group_ca"":10,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14__transit,"You are a 53-year-old man living in the United States.

Your employment status is Other.

Your approximate survey location is near latitude 39.8 and longitude -74.3.

In the last three months, you never used public transportation (bus, train, tram, etc.). In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 8 or more days a month. On a typical day of ride share use, you take 1-2 rides. You have a license to drive a car. You have access to a car you can use for transportation.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14,transit,"{""gt_group_ca"":10,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14__full,"You are a 53-year-old man living in the United States.

Your employment status is Other.

Your approximate survey location is near latitude 39.8 and longitude -74.3.

In the last three months, you never used public transportation (bus, train, tram, etc.). In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 8 or more days a month. On a typical day of ride share use, you take 1-2 rides. You have a license to drive a car. You have access to a car you can use for transportation.

When a friend gets nervous talking to new people, you would advise: ""Let them know that most people feel like this. To overcome this, they should start off with small, low pressure interactions."" Your ideal way to get around your city is: ""Using my car is the best way to get around my city. I follow my own schedule and do not have to up with people.""

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14,full,"{""gt_group_ca"":10,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
e5e4aa2160893c19db0f744bd4d5c0b16f613355754865fc64cb74a3ce757e6e__demos,"You are a 62-year-old man living in the United States. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",e5e4aa2160893c19db0f744bd4d5c0b16f613355754865fc64cb74a3ce757e6e,demos,"{""gt_group_ca"":15,""gt_interpersonal_ca"":14,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
e5e4aa2160893c19db0f744bd4d5c0b16f613355754865fc64cb74a3ce757e6e__employment,"You are a 62-year-old man living in the United States. You are not a student.

You work part-time.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",e5e4aa2160893c19db0f744bd4d5c0b16f613355754865fc64cb74a3ce757e6e,employment,"{""gt_group_ca"":15,""gt_interpersonal_ca"":14,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
e5e4aa2160893c19db0f744bd4d5c0b16f613355754865fc64cb74a3ce757e6e__geo,"You are a 62-year-old man living in the United States. You are not a student.

You work part-time.

Your approximate survey location is near latitude 26.6 and longitude -79.9.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",e5e4aa2160893c19db0f744bd4d5c0b16f613355754865fc64cb74a3ce757e6e,geo,"{""gt_group_ca"":15,""gt_interpersonal_ca"":14,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}"
