caseid,participant_id,tier,provider,model,raw_response,error,pred_group_ca,pred_interpersonal_ca,pred_group_band,pred_interpersonal_band,Age,Sex,Country of residence,Student status,Employment status,LocationLatitude,LocationLongitude,gt_group_ca,gt_interpersonal_ca,gt_group_band,gt_interpersonal_band,error_group,abs_error_group,score_distance_group,norm_score_distance_group,exact_match_group,pred_group_band_reported,pred_group_band_resolved,band_match_group,band_distance_group,norm_band_distance_group,error_interpersonal,abs_error_interpersonal,score_distance_interpersonal,norm_score_distance_interpersonal,exact_match_interpersonal,pred_interpersonal_band_reported,pred_interpersonal_band_resolved,band_match_interpersonal,band_distance_interpersonal,norm_band_distance_interpersonal
824e6158f3fe9ca2d5f5a900c63904b01bc648d6a92dda58f6b1ebd2c38cd08a__geo,824e6158f3fe9ca2d5f5a900c63904b01bc648d6a92dda58f6b1ebd2c38cd08a,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,42.0,Male,United States,No,Other,37.1008,-122.8138,22,25,high,high,-12,12,12,0.5,False,moderate,low,False,2,1.0,-9,9,9,0.375,False,moderate,moderate,False,1,0.5
824e6158f3fe9ca2d5f5a900c63904b01bc648d6a92dda58f6b1ebd2c38cd08a__transit,824e6158f3fe9ca2d5f5a900c63904b01bc648d6a92dda58f6b1ebd2c38cd08a,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,42.0,Male,United States,No,Other,37.1008,-122.8138,22,25,high,high,-12,12,12,0.5,False,moderate,low,False,2,1.0,-9,9,9,0.375,False,moderate,moderate,False,1,0.5
824e6158f3fe9ca2d5f5a900c63904b01bc648d6a92dda58f6b1ebd2c38cd08a__full,824e6158f3fe9ca2d5f5a900c63904b01bc648d6a92dda58f6b1ebd2c38cd08a,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 12,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,12,16,moderate,moderate,42.0,Male,United States,No,Other,37.1008,-122.8138,22,25,high,high,-10,10,10,0.4166666666666667,False,moderate,low,False,2,1.0,-9,9,9,0.375,False,moderate,moderate,False,1,0.5
69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05__demos,69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,48.0,Male,United Kingdom,No,Full-Time,51.946200000000005,-1.6149,18,18,moderate,moderate,-8,8,8,0.3333333333333333,False,moderate,low,False,1,0.5,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05__employment,69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,48.0,Male,United Kingdom,No,Full-Time,51.946200000000005,-1.6149,18,18,moderate,moderate,-8,8,8,0.3333333333333333,False,moderate,low,False,1,0.5,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05__geo,69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,48.0,Male,United Kingdom,No,Full-Time,51.946200000000005,-1.6149,18,18,moderate,moderate,-8,8,8,0.3333333333333333,False,moderate,low,False,1,0.5,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05__transit,69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,48.0,Male,United Kingdom,No,Full-Time,51.946200000000005,-1.6149,18,18,moderate,moderate,-8,8,8,0.3333333333333333,False,moderate,low,False,1,0.5,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05__full,69a1e323f9ecf1f1a5394acbbb885e0746fa5239d75444deebcf14de1a4b3e05,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,12,moderate,moderate,48.0,Male,United Kingdom,No,Full-Time,51.946200000000005,-1.6149,18,18,moderate,moderate,-8,8,8,0.3333333333333333,False,moderate,low,False,1,0.5,-6,6,6,0.25,False,moderate,low,False,1,0.5
ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df__demos,ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,41.0,Male,United Kingdom,,Other,52.0564,-0.1424,23,18,high,moderate,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df__employment,ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,41.0,Male,United Kingdom,,Other,52.0564,-0.1424,23,18,high,moderate,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df__geo,ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,41.0,Male,United Kingdom,,Other,52.0564,-0.1424,23,18,high,moderate,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df__transit,ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,41.0,Male,United Kingdom,,Other,52.0564,-0.1424,23,18,high,moderate,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df__full,ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,41.0,Male,United Kingdom,,Other,52.0564,-0.1424,23,18,high,moderate,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70__demos,601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,38.0,Female,United States,No,Full-Time,31.8384,-94.3998,15,12,moderate,low,-5,5,5,0.20833333333333334,False,moderate,low,False,1,0.5,4,4,4,0.16666666666666666,False,moderate,moderate,False,1,0.5
601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70__employment,601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,38.0,Female,United States,No,Full-Time,31.8384,-94.3998,15,12,moderate,low,-5,5,5,0.20833333333333334,False,moderate,low,False,1,0.5,4,4,4,0.16666666666666666,False,moderate,moderate,False,1,0.5
601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70__geo,601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,38.0,Female,United States,No,Full-Time,31.8384,-94.3998,15,12,moderate,low,-5,5,5,0.20833333333333334,False,moderate,low,False,1,0.5,4,4,4,0.16666666666666666,False,moderate,moderate,False,1,0.5
601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70__transit,601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 12,   ""self_reported_interpersonal_ca"": 18,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,12,18,moderate,moderate,38.0,Female,United States,No,Full-Time,31.8384,-94.3998,15,12,moderate,low,-3,3,3,0.125,False,moderate,low,False,1,0.5,6,6,6,0.25,False,moderate,moderate,False,1,0.5
601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70__full,601b400556a75119b237646aa088198be8ba185f5a5b3c81c3588416142acd70,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 12,   ""self_reported_interpersonal_ca"": 18,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,12,18,moderate,moderate,38.0,Female,United States,No,Full-Time,31.8384,-94.3998,15,12,moderate,low,-3,3,3,0.125,False,moderate,low,False,1,0.5,6,6,6,0.25,False,moderate,moderate,False,1,0.5
3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3__demos,3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,24.0,Female,United States,No,Other,33.951600000000006,-118.0202,23,27,high,high,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-11,11,11,0.4583333333333333,False,moderate,moderate,False,1,0.5
3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3__employment,3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,24.0,Female,United States,No,Other,33.951600000000006,-118.0202,23,27,high,high,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-11,11,11,0.4583333333333333,False,moderate,moderate,False,1,0.5
3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3__geo,3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,24.0,Female,United States,No,Other,33.951600000000006,-118.0202,23,27,high,high,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-11,11,11,0.4583333333333333,False,moderate,moderate,False,1,0.5
3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3__transit,3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,24.0,Female,United States,No,Other,33.951600000000006,-118.0202,23,27,high,high,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-11,11,11,0.4583333333333333,False,moderate,moderate,False,1,0.5
3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3__full,3427b7819bdc9a2b33bd933d622d2f83bd873de9a0e6438f57132ada28bd48d3,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,24.0,Female,United States,No,Other,33.951600000000006,-118.0202,23,27,high,high,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-11,11,11,0.4583333333333333,False,moderate,moderate,False,1,0.5
5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5__demos,5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,34.0,Female,United States,No,Other,32.1123,-84.2715,14,16,moderate,moderate,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5,0,0,0,0.0,True,moderate,moderate,True,0,0.0
5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5__employment,5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,34.0,Female,United States,No,Other,32.1123,-84.2715,14,16,moderate,moderate,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5,0,0,0,0.0,True,moderate,moderate,True,0,0.0
5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5__geo,5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,34.0,Female,United States,No,Other,32.1123,-84.2715,14,16,moderate,moderate,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5,0,0,0,0.0,True,moderate,moderate,True,0,0.0
5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5__transit,5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,12,moderate,moderate,34.0,Female,United States,No,Other,32.1123,-84.2715,14,16,moderate,moderate,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5
5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5__full,5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,12,moderate,moderate,34.0,Female,United States,No,Other,32.1123,-84.2715,14,16,moderate,moderate,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5
eb3fb8ec6b1b1d4188b8311ad1b26ab7b1059c5e1f7200b2bad3857aaa6bc319__demos,eb3fb8ec6b1b1d4188b8311ad1b26ab7b1059c5e1f7200b2bad3857aaa6bc319,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,34.0,Female,Canada,No,Part-Time,42.5871,-83.8446,6,6,low,low,4,4,4,0.16666666666666666,False,moderate,low,True,0,0.0,10,10,10,0.4166666666666667,False,moderate,moderate,False,1,0.5
eb3fb8ec6b1b1d4188b8311ad1b26ab7b1059c5e1f7200b2bad3857aaa6bc319__employment,eb3fb8ec6b1b1d4188b8311ad1b26ab7b1059c5e1f7200b2bad3857aaa6bc319,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,34.0,Female,Canada,No,Part-Time,42.5871,-83.8446,6,6,low,low,4,4,4,0.16666666666666666,False,moderate,low,True,0,0.0,10,10,10,0.4166666666666667,False,moderate,moderate,False,1,0.5
eb3fb8ec6b1b1d4188b8311ad1b26ab7b1059c5e1f7200b2bad3857aaa6bc319__geo,eb3fb8ec6b1b1d4188b8311ad1b26ab7b1059c5e1f7200b2bad3857aaa6bc319,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,34.0,Female,Canada,No,Part-Time,42.5871,-83.8446,6,6,low,low,4,4,4,0.16666666666666666,False,moderate,low,True,0,0.0,10,10,10,0.4166666666666667,False,moderate,moderate,False,1,0.5
eb3fb8ec6b1b1d4188b8311ad1b26ab7b1059c5e1f7200b2bad3857aaa6bc319__transit,eb3fb8ec6b1b1d4188b8311ad1b26ab7b1059c5e1f7200b2bad3857aaa6bc319,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 12,   ""self_reported_interpersonal_ca"": 18,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,12,18,moderate,moderate,34.0,Female,Canada,No,Part-Time,42.5871,-83.8446,6,6,low,low,6,6,6,0.25,False,moderate,low,True,0,0.0,12,12,12,0.5,False,moderate,moderate,False,1,0.5
eb3fb8ec6b1b1d4188b8311ad1b26ab7b1059c5e1f7200b2bad3857aaa6bc319__full,eb3fb8ec6b1b1d4188b8311ad1b26ab7b1059c5e1f7200b2bad3857aaa6bc319,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 12,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,12,16,moderate,moderate,34.0,Female,Canada,No,Part-Time,42.5871,-83.8446,6,6,low,low,6,6,6,0.25,False,moderate,low,True,0,0.0,10,10,10,0.4166666666666667,False,moderate,moderate,False,1,0.5
e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942__demos,e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,28.0,Female,United States,No,Part-Time,40.5893,-76.46300000000001,30,30,high,high,-20,20,20,0.8333333333333334,False,moderate,low,False,2,1.0,-14,14,14,0.5833333333333334,False,moderate,moderate,False,1,0.5
e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942__employment,e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,28.0,Female,United States,No,Part-Time,40.5893,-76.46300000000001,30,30,high,high,-20,20,20,0.8333333333333334,False,moderate,low,False,2,1.0,-14,14,14,0.5833333333333334,False,moderate,moderate,False,1,0.5
e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942__geo,e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,28.0,Female,United States,No,Part-Time,40.5893,-76.46300000000001,30,30,high,high,-20,20,20,0.8333333333333334,False,moderate,low,False,2,1.0,-14,14,14,0.5833333333333334,False,moderate,moderate,False,1,0.5
e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942__transit,e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,28.0,Female,United States,No,Part-Time,40.5893,-76.46300000000001,30,30,high,high,-20,20,20,0.8333333333333334,False,moderate,low,False,2,1.0,-14,14,14,0.5833333333333334,False,moderate,moderate,False,1,0.5
e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942__full,e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,12,moderate,moderate,28.0,Female,United States,No,Part-Time,40.5893,-76.46300000000001,30,30,high,high,-20,20,20,0.8333333333333334,False,moderate,low,False,2,1.0,-18,18,18,0.75,False,moderate,low,False,2,1.0
5afc1630f8d98f719050c5da87a28bb1e43c7c9a735e2d28236346006d90b84c__demos,5afc1630f8d98f719050c5da87a28bb1e43c7c9a735e2d28236346006d90b84c,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,41.0,Female,United States,No,Full-Time,34.468999999999994,-116.8759,24,11,high,low,-14,14,14,0.5833333333333334,False,moderate,low,False,2,1.0,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5
5afc1630f8d98f719050c5da87a28bb1e43c7c9a735e2d28236346006d90b84c__employment,5afc1630f8d98f719050c5da87a28bb1e43c7c9a735e2d28236346006d90b84c,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,41.0,Female,United States,No,Full-Time,34.468999999999994,-116.8759,24,11,high,low,-14,14,14,0.5833333333333334,False,moderate,low,False,2,1.0,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5
5afc1630f8d98f719050c5da87a28bb1e43c7c9a735e2d28236346006d90b84c__geo,5afc1630f8d98f719050c5da87a28bb1e43c7c9a735e2d28236346006d90b84c,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,41.0,Female,United States,No,Full-Time,34.468999999999994,-116.8759,24,11,high,low,-14,14,14,0.5833333333333334,False,moderate,low,False,2,1.0,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5
5afc1630f8d98f719050c5da87a28bb1e43c7c9a735e2d28236346006d90b84c__transit,5afc1630f8d98f719050c5da87a28bb1e43c7c9a735e2d28236346006d90b84c,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 12,   ""self_reported_interpersonal_ca"": 18,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,12,18,moderate,moderate,41.0,Female,United States,No,Full-Time,34.468999999999994,-116.8759,24,11,high,low,-12,12,12,0.5,False,moderate,low,False,2,1.0,7,7,7,0.2916666666666667,False,moderate,moderate,False,1,0.5
